EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,TextMessageOptInMissingFlag,TextMessageOptIn_bool,TextMessageOptIn_filled,DevHoursMissingFlag,AnnualProfessionalDevHrs_imputed_median,NumCompaniesMissingFlag,AnnualSalaryCorrected,DrivingCommuterDistanceImputedFlag,DrivingCommuterDistanceOutlierFlag
5811,24,1,Yes,20.06,40.0,Salary,41724.8,10.0,Research,Female,Single,1,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5812,27,1,Yes,22.03,40.0,Salary,45822.4,0.0,Research,Male,Divorced,3,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
5813,57,17,Yes,48.94,40.0,Salary,101795.2,86.0,Marketing,Male,Divorced,7,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5814,25,3,No,22.47,40.0,Salary,46737.6,35.0,Research,Male,Single,2,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5815,60,15,Yes,95.55,40.0,Salary,198744.0,66.0,Human Resources,Female,Divorced,4,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,1,1,0,0
5816,41,7,No,38.81,40.0,Salary,80724.8,9.0,Human Resources,Female,Divorced,2,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5817,58,18,No,42.73,40.0,Salary,88878.4,64.0,Manufacturing,Male,Single,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5818,48,5,No,88.51,40.0,Salary,184100.8,17.0,Manufacturing,Prefer Not to Answer,Single,2,7.0,Direct Deposit,Unknown,1,,Missing,0,7.0,0,1,0,0
5819,31,4,Yes,23.61,40.0,Salary,49108.8,49.0,Sales,Male,Married,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,1,0
5820,30,5,Yes,29.04,40.0,Salary,60403.2,11.0,Sales,Female,Single,2,17.0,Direct Deposit,Yes,0,1.0,Yes,0,17.0,0,0,0,0
5821,29,3,No,23.85,40.0,Salary,49608.0,13.0,Healthcare,Male,Divorced,1,17.0,Mailed Check,Unknown,1,,Missing,0,17.0,0,0,0,0
5822,61,20,Yes,67.04,40.0,Salary,139443.2,76.0,Sales,Female,Divorced,2,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5823,51,20,No,41.13,40.0,Salary,85550.4,45.0,Information Technology,Female,Divorced,1,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5824,54,6,No,95.48,40.0,Salary,198598.4,39.0,Sales,Female,Divorced,5,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,1,0,0
5825,53,17,No,56.59,40.0,Salary,117707.2,67.0,Sales,Female,Divorced,6,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5826,42,10,Yes,31.26,40.0,Salary,65020.8,93.0,Manufacturing,Female,Married,7,20.0,Direct Deposit,Yes,0,1.0,Yes,0,20.0,0,0,0,0
5827,42,7,Yes,59.86,40.0,Salary,124508.8,2.0,Healthcare,Male,Married,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5828,50,17,Yes,49.28,40.0,Salary,102502.4,85.0,Research,Male,Single,5,24.0,Direct Deposit,Unknown,1,,Missing,0,24.0,0,1,0,0
5829,30,2,No,29.15,40.0,Salary,60632.0,76.0,Research,Female,Single,3,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,1,0,0
5830,50,5,No,85.86,40.0,Salary,178588.8,27.0,Human Resources,Male,Married,4,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5831,58,15,Yes,61.22,40.0,Salary,127337.6,0.0,Manufacturing,Female,Single,7,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5832,51,19,No,37.4,40.0,Salary,77792.0,16.0,Marketing,Female,Divorced,7,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5833,46,18,No,68.21,40.0,Salary,141876.8,59.0,Research,Prefer Not to Answer,Divorced,6,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,1,0,0
5834,40,9,Yes,78.38,40.0,Salary,163030.4,93.0,Information Technology,Prefer Not to Answer,Divorced,2,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5835,57,14,Yes,32.36,40.0,Salary,67308.8,45.0,Manufacturing,Male,Single,5,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5836,54,12,Yes,83.77,40.0,Salary,174241.6,34.0,Research,Female,Divorced,5,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
5837,55,7,Yes,31.6,40.0,Salary,65728.0,50.0,Sales,Male,Married,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5838,33,4,Yes,29.31,40.0,Salary,60964.8,43.0,Research,Female,Married,4,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,1,0,0
5839,43,8,No,66.93,40.0,Salary,139214.4,28.0,Laboratory,Female,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,0,0,0
5840,56,5,No,71.42,40.0,Salary,148553.6,57.0,Sales,Female,Married,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5841,39,3,No,90.83,40.0,Salary,188926.4,88.0,Sales,Female,Married,4,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,1,1,0,0
5842,53,5,No,39.9,40.0,Salary,82992.0,49.0,Human Resources,Female,Single,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
5843,58,15,Yes,80.65,40.0,Salary,167752.0,49.0,Human Resources,Male,Single,3,5.0,Mailed Check,Unknown,1,,Missing,0,5.0,0,0,1,0
5844,38,9,Yes,74.38,40.0,Salary,154710.4,44.0,Manufacturing,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5845,55,12,Yes,76.53,40.0,Salary,159182.4,9.0,Sales,Female,Married,4,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,1,1,0,0
5846,50,5,No,33.24,40.0,Salary,69139.2,53.0,Research,Female,Divorced,4,6.0,Mailed Check,Unknown,1,,Missing,0,6.0,0,0,0,0
5847,38,5,Yes,27.01,40.0,Salary,56180.8,58.0,Human Resources,Male,Divorced,4,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
5848,38,4,Yes,27.8,40.0,Salary,57824.0,71.0,Sales,Male,Single,6,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
5849,36,9,Yes,82.51,40.0,Salary,171620.8,69.0,Marketing,Female,Divorced,4,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,0,0,0
5850,55,6,Yes,52.4,40.0,Salary,108992.0,32.0,Healthcare,Male,Divorced,8,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
5851,54,20,No,37.85,40.0,Salary,78728.0,41.0,Information Technology,Male,Single,3,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5852,24,1,No,21.85,40.0,Salary,45448.0,49.0,Sales,Male,Single,2,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,0,1,0
5853,36,4,Yes,48.16,40.0,Salary,100172.8,37.0,Healthcare,Male,Married,1,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5854,37,9,Yes,39.9,40.0,Salary,82992.0,92.0,Healthcare,Female,Married,4,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5855,50,7,Yes,74.33,40.0,Salary,154606.4,28.0,Sales,Female,Married,5,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,1,0,0
5856,61,9,No,61.28,40.0,Salary,127462.4,11.0,Sales,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5857,58,12,Yes,40.59,40.0,Salary,84427.2,44.0,Human Resources,Male,Single,7,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5858,51,12,Yes,60.04,40.0,Salary,124883.2,49.0,Manufacturing,Male,Divorced,4,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,1,0
5859,25,3,Yes,22.0,40.0,Salary,45760.0,69.0,Information Technology,Female,Single,2,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
5860,53,18,No,60.11,40.0,Salary,125028.8,43.0,Marketing,Female,Married,9,6.0,Direct Deposit,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5861,39,4,No,28.22,40.0,Salary,58697.6,88.0,Human Resources,Female,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5862,55,9,Yes,97.78,40.0,Salary,203382.4,47.0,Marketing,Male,Single,6,17.0,Direct Deposit,No,0,0.0,No,0,17.0,0,0,0,0
5863,39,2,Yes,59.58,40.0,Salary,123926.4,49.0,Sales,Female,Single,7,5.0,Mailed Check,Unknown,1,,Missing,0,5.0,0,0,1,0
5864,48,19,Yes,50.92,40.0,Salary,105913.6,4.0,Sales,Male,Single,7,12.0,Mailed Check,Unknown,1,,Missing,0,12.0,0,0,0,0
5865,59,8,No,43.42,40.0,Salary,90313.6,15.0,Research,Male,Divorced,4,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,1,0,0,0
5866,54,18,No,52.58,40.0,Salary,109366.4,62.0,Research,Female,Single,4,0.0,Direct Deposit,Unknown,1,,Missing,1,15.0,0,0,0,0
5867,35,4,Yes,27.75,40.0,Salary,57720.0,38.0,Marketing,Female,Divorced,5,10.0,Direct Deposit,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5868,49,20,Yes,75.03,40.0,Salary,156062.4,73.0,Research,Female,Married,1,18.0,Direct Deposit,Yes,0,1.0,Yes,0,18.0,0,0,0,0
5869,38,9,No,25.96,40.0,Salary,53996.8,23.0,Healthcare,Female,Single,5,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5870,47,5,No,50.89,40.0,Salary,105851.2,85.0,Manufacturing,Female,Divorced,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5871,44,19,Yes,33.96,40.0,Salary,70636.8,90.0,Research,Female,Single,5,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5872,50,13,No,56.05,40.0,Salary,116584.0,84.0,Research,Female,Divorced,4,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,1,0,0,0
5873,58,18,No,33.99,40.0,Salary,70699.2,49.0,Human Resources,Female,Divorced,8,24.0,Mailed Check,Unknown,1,,Missing,0,24.0,0,1,1,0
5874,35,1,No,27.12,40.0,Salary,56409.6,37.0,Sales,Male,Married,1,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
5875,33,5,Yes,22.99,40.0,Salary,47819.2,89.0,Manufacturing,Female,Divorced,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,1,0,0
5876,51,7,Yes,86.38,40.0,Salary,179670.4,49.0,Laboratory,Male,Divorced,4,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,1,0
5877,56,14,Yes,94.91,40.0,Salary,197412.8,77.0,Research,Female,Single,1,21.0,Mailed Check,Unknown,1,,Missing,0,21.0,0,1,0,0
5878,54,20,No,61.06,40.0,Salary,127004.8,49.0,Human Resources,Male,Single,2,23.0,Mailed Check,Unknown,1,,Missing,0,23.0,0,0,1,0
5879,51,11,Yes,75.47,40.0,Salary,156977.6,91.0,Sales,Male,Divorced,3,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5880,41,5,No,33.5,40.0,Salary,69680.0,43.0,Information Technology,Male,Divorced,8,7.0,Mailed Check,Unknown,1,,Missing,0,7.0,0,0,0,0
5881,47,10,No,37.37,40.0,Salary,77729.6,4.0,Healthcare,Male,Married,4,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5882,41,8,No,56.48,40.0,Salary,117478.4,49.0,Manufacturing,Male,Divorced,7,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,1,0
5883,61,13,No,41.1,40.0,Salary,85488.0,47.0,Sales,Female,Single,9,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5884,33,3,No,28.03,40.0,Salary,58302.4,35.0,Sales,Female,Single,4,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5885,46,10,No,92.86,40.0,Salary,193148.8,64.0,Marketing,Female,Single,7,19.0,Mailed Check,Unknown,1,,Missing,0,19.0,0,1,0,0
5886,46,19,Yes,83.88,40.0,Salary,174470.4,65.0,Sales,Male,Divorced,3,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5887,40,8,No,64.41,40.0,Salary,133972.8,31.0,Marketing,Female,Divorced,7,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5888,59,10,Yes,36.99,40.0,Salary,76939.2,92.0,Marketing,Male,Divorced,7,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5889,48,20,Yes,95.76,40.0,Salary,199180.8,95.0,Information Technology,Female,Divorced,5,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5890,61,20,No,76.54,40.0,Salary,159203.2,53.0,Healthcare,Male,Married,6,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
5891,37,4,Yes,89.8,40.0,Salary,186784.0,3.0,Manufacturing,Male,Divorced,5,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,1,0,0
5892,42,4,Yes,59.56,40.0,Salary,123884.8,76.0,Research,Male,Married,1,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5893,57,16,Yes,58.73,40.0,Salary,122158.4,53.0,Sales,Male,Married,1,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5894,35,1,Yes,30.21,40.0,Salary,62836.8,41.0,Marketing,Male,Divorced,2,21.0,Mailed Check,Unknown,1,,Missing,0,21.0,0,0,0,0
5895,50,7,Yes,87.52,40.0,Salary,182041.6,35.0,Healthcare,Male,Single,8,20.0,Mailed Check,Unknown,1,,Missing,0,20.0,0,1,0,0
5896,30,4,Yes,28.83,40.0,Salary,59966.4,84.0,Laboratory,Female,Single,2,15.0,Direct Deposit,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5897,52,8,Yes,67.06,40.0,Salary,139484.8,59.0,Sales,Female,Married,9,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5898,59,19,No,70.72,40.0,Salary,147097.6,35.0,Human Resources,Female,Single,2,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,0,0,0
5899,30,7,No,27.56,40.0,Salary,57324.8,45.0,Healthcare,Female,Divorced,3,8.0,Mailed Check,Unknown,1,,Missing,0,8.0,0,0,0,0
5900,52,15,Yes,38.3,40.0,Salary,79664.0,49.0,Laboratory,Male,Divorced,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
5901,37,7,No,72.52,40.0,Salary,150841.6,78.0,Healthcare,Male,Divorced,5,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5902,50,20,Yes,89.52,40.0,Salary,186201.6,61.0,Marketing,Male,Divorced,4,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,1,0,0
5903,58,17,No,73.94,40.0,Salary,153795.2,96.0,Manufacturing,Female,Married,5,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
5904,36,9,No,28.28,40.0,Salary,58822.4,49.0,Manufacturing,Female,Single,4,8.0,Direct Deposit,Yes,0,1.0,Yes,0,8.0,0,0,1,0
5905,56,10,Yes,37.47,40.0,Salary,77937.6,2.0,Research,Male,Divorced,5,6.0,Direct Deposit,Yes,0,1.0,Yes,0,6.0,0,0,0,0
5906,33,4,Yes,24.07,40.0,Salary,50065.6,26.0,Marketing,Female,Single,3,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
5907,54,19,No,90.81,40.0,Salary,188884.8,7.0,Manufacturing,Female,Single,4,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,1,1,0,0
5908,60,10,Yes,73.37,40.0,Salary,152609.6,88.0,Marketing,Female,Married,6,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
5909,38,1,Yes,84.57,40.0,Salary,175905.6,97.0,Manufacturing,Female,Married,5,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5910,22,1,Yes,17.6,40.0,Salary,36608.0,64.0,Laboratory,Male,Single,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5911,41,2,No,94.58,40.0,Salary,196726.4,55.0,Laboratory,Prefer Not to Answer,Single,2,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,1,0,0
5912,40,7,No,30.1,40.0,Salary,62608.0,49.0,Human Resources,Female,Divorced,4,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,1,0,1,0
5913,36,1,Yes,27.58,40.0,Salary,57366.4,45.0,Human Resources,Male,Single,6,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5914,31,8,No,28.26,40.0,Salary,58780.8,59.0,Human Resources,Female,Single,2,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,1,0,0
5915,33,7,Yes,26.41,40.0,Salary,54932.8,9.0,Manufacturing,Male,Single,1,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5916,30,7,Yes,30.39,40.0,Salary,63211.2,58.0,Sales,Male,Divorced,3,19.0,Mailed Check,Unknown,1,,Missing,0,19.0,0,0,0,0
5917,53,7,Yes,84.99,40.0,Salary,176779.2,65.0,Sales,Male,Single,3,11.0,Mailed Check,Unknown,1,,Missing,0,11.0,0,0,0,0
5918,45,5,No,91.16,40.0,Salary,189612.8,31.0,Research,Female,Single,7,8.0,Mailed Check,Unknown,1,,Missing,0,8.0,0,1,0,0
5919,42,7,No,91.46,40.0,Salary,190236.8,49.0,Marketing,Female,Single,9,0.0,Direct Deposit,Unknown,1,,Missing,1,15.0,0,1,1,0
5920,37,6,Yes,74.46,40.0,Salary,154876.8,40.0,Laboratory,Female,Divorced,2,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5921,35,8,No,30.63,40.0,Salary,63710.4,7.0,Research,Female,Single,3,17.0,Direct Deposit,Yes,0,1.0,Yes,0,17.0,0,0,0,0
5922,39,10,No,80.32,40.0,Salary,167065.6,55.0,Research,Female,Divorced,6,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5923,21,1,Yes,20.91,40.0,Salary,43492.8,46.0,Marketing,Female,Single,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5924,48,18,No,85.5,40.0,Salary,177840.0,49.0,Sales,Male,Single,6,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,0,1,0
5925,46,6,No,97.45,40.0,Salary,202696.0,63.0,Information Technology,Male,Single,2,23.0,Mailed Check,No,0,0.0,No,0,23.0,0,0,0,0
5926,55,17,Yes,89.15,40.0,Salary,185432.0,4.0,Healthcare,Male,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
5927,61,19,No,93.15,40.0,Salary,193752.0,49.0,Research,Female,Single,1,10.0,Direct Deposit,Unknown,1,,Missing,0,10.0,0,1,1,0
5928,59,9,No,52.53,40.0,Salary,109262.4,87.0,Marketing,Female,Single,5,25.0,Mailed Check,Unknown,1,,Missing,0,25.0,0,0,0,0
5929,46,14,Yes,64.94,40.0,Salary,135075.2,65.0,Laboratory,Female,Single,2,18.0,Mailed Check,Unknown,1,,Missing,0,18.0,0,0,0,0
5930,38,2,No,77.14,40.0,Salary,160451.2,47.0,Sales,Female,Married,3,22.0,Direct Deposit,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5931,36,2,No,68.48,40.0,Salary,142438.4,91.0,Laboratory,Female,Divorced,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5932,54,5,No,53.23,40.0,Salary,110718.4,49.0,Research,Male,Married,3,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,1,0
5933,56,14,Yes,85.49,40.0,Salary,177819.2,11.0,Manufacturing,Female,Married,1,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,1,0,0
5934,32,8,No,28.42,40.0,Salary,59113.6,27.0,Laboratory,Male,Married,1,10.0,Mailed Check,Unknown,1,,Missing,0,10.0,0,1,0,0
5935,42,1,No,75.28,40.0,Salary,156582.4,79.0,Marketing,Female,Married,4,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,1,0,0
5936,36,2,Yes,59.57,40.0,Salary,123905.6,6.0,Manufacturing,Male,Divorced,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
5937,38,1,Yes,65.6,40.0,Salary,136448.0,97.0,Research,Female,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5938,48,9,No,42.98,40.0,Salary,89398.4,4.0,Sales,Male,Single,7,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5939,49,18,Yes,60.78,40.0,Salary,126422.4,79.0,Manufacturing,Male,Single,1,23.0,Mailed Check,Unknown,1,,Missing,0,23.0,0,0,0,0
5940,25,3,Yes,22.33,40.0,Salary,46446.4,49.0,Marketing,Female,Married,3,22.0,Direct Deposit,Unknown,1,,Missing,0,22.0,0,0,0,0
5941,49,15,No,93.98,40.0,Salary,195478.4,82.0,Laboratory,Female,Married,1,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,1,0,0
5942,59,11,No,35.57,40.0,Salary,73985.6,42.0,Sales,Female,Single,4,14.0,Direct Deposit,Yes,0,1.0,Yes,0,14.0,0,0,0,0
5943,53,15,No,34.8,40.0,Salary,72384.0,95.0,Human Resources,Male,Single,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5944,36,3,Yes,77.72,40.0,Salary,161657.6,93.0,Healthcare,Male,Divorced,2,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
5945,41,8,Yes,53.11,40.0,Salary,110468.8,49.0,Research,Female,Single,2,10.0,Mailed Check,Unknown,1,,Missing,0,10.0,0,0,1,0
5946,39,6,Yes,64.95,40.0,Salary,135096.0,52.0,Research,Male,Married,2,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5947,33,9,No,26.66,40.0,Salary,55452.8,49.0,Sales,Female,Married,2,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,1,0
5948,44,15,No,92.6,40.0,Salary,192608.0,88.0,Sales,Female,Single,1,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,1,0,0
5949,48,10,No,48.04,40.0,Salary,99923.2,66.0,Manufacturing,Male,Married,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5950,22,1,Yes,17.34,40.0,Salary,36067.2,44.0,Manufacturing,Male,Married,3,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5951,45,17,Yes,59.96,40.0,Salary,124716.8,58.0,Healthcare,Female,Divorced,7,18.0,Direct Deposit,Yes,0,1.0,Yes,0,18.0,0,0,0,0
5952,40,3,Yes,79.04,40.0,Salary,164403.2,73.0,Marketing,Female,Single,9,5.0,Mailed Check,Unknown,1,,Missing,0,5.0,0,0,0,0
5953,47,9,Yes,34.36,40.0,Salary,71468.8,13.0,Human Resources,Female,Married,2,15.0,Direct Deposit,Yes,0,1.0,Yes,0,15.0,0,0,0,0
5954,22,1,Yes,22.12,40.0,Salary,46009.6,99.0,Healthcare,Male,Single,2,21.0,Direct Deposit,Yes,0,1.0,Yes,0,21.0,0,0,0,0
5955,57,12,Yes,63.89,40.0,Salary,132891.2,55.0,Manufacturing,Male,Divorced,6,25.0,Direct Deposit,Yes,0,1.0,Yes,0,25.0,0,0,0,0
5956,53,7,Yes,79.72,40.0,Salary,165817.6,43.0,Sales,Female,Single,7,7.0,Mailed Check,Unknown,1,,Missing,0,7.0,0,0,0,0
5957,55,11,Yes,75.56,40.0,Salary,157164.8,34.0,Sales,Female,Single,1,25.0,Mailed Check,Unknown,1,,Missing,0,25.0,0,0,0,0
5958,56,16,Yes,80.81,40.0,Salary,168084.8,71.0,Manufacturing,Female,Married,7,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
5959,48,13,Yes,34.28,40.0,Salary,71302.4,81.0,Manufacturing,Female,Married,1,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5960,37,4,Yes,30.37,40.0,Salary,63169.6,74.0,Manufacturing,Male,Single,2,9.0,Direct Deposit,Yes,0,1.0,Yes,0,9.0,0,0,0,0
5961,55,10,No,32.98,40.0,Salary,68598.4,44.0,Research,Male,Single,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
5962,55,10,No,87.57,40.0,Salary,182145.6,31.0,Laboratory,Male,Married,9,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,1,0,0
5963,47,11,Yes,42.79,40.0,Salary,89003.2,22.0,Research,Female,Married,4,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
5964,56,8,No,40.24,40.0,Salary,83699.2,13.0,Research,Male,Married,1,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
5965,42,7,No,76.68,40.0,Salary,159494.4,42.0,Information Technology,Female,Divorced,7,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,0,0
5966,24,1,Yes,20.39,40.0,Salary,42411.2,1.0,Human Resources,Male,Married,2,25.0,Mailed Check,Unknown,1,,Missing,0,25.0,0,0,0,0
5967,54,10,No,76.68,40.0,Salary,159494.4,2.0,Research,Female,Married,9,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,0,0,0,0
5968,37,2,No,52.97,40.0,Salary,110177.6,52.0,Marketing,Female,Single,6,7.0,Mailed Check,Unknown,1,,Missing,0,7.0,0,0,0,0
5969,21,1,Yes,20.29,40.0,Salary,42203.2,70.0,Sales,Male,Single,3,23.0,Mailed Check,Unknown,1,,Missing,0,23.0,0,0,0,0
5970,32,9,Yes,23.47,40.0,Salary,48817.6,3.0,Sales,Male,Divorced,1,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,0,0,0
5971,39,2,Yes,28.23,40.0,Salary,58718.4,44.0,Laboratory,Male,Divorced,8,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,1,0,0
5972,61,19,Yes,34.39,40.0,Salary,71531.2,64.0,Human Resources,Male,Single,8,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
5973,22,1,Yes,22.46,40.0,Salary,46716.8,34.0,Sales,Male,Married,1,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
